AuditID,StoreID,FranchiseOwner,Region,AuditDate,FiscalYear,FiscalQuarter,FSA_Score,FirstPriorityFinding,SecondPriorityFinding,AuditorCode
AUD-10806,#8095,Trailhead Brands,Midwest,2024-12-06,2024,Q4,89,False,False,STR-04
AUD-10807,#8095,Trailhead Brands,Midwest,2025-03-15,2025,Q1,88,False,False,STR-03
AUD-10808,#8095,Trailhead Brands,Midwest,2025-06-26,2025,Q2,88,False,True,STR-03
AUD-10809,#8095,Trailhead Brands,Midwest,2025-09-12,2025,Q3,87,False,True,STR-04
AUD-10810,#8095,Trailhead Brands,Midwest,2025-12-09,2025,Q4,88,False,False,STR-02
AUD-10811,#8095,Trailhead Brands,Midwest,2026-05-09,2026,Q2,89,False,False,STR-02
AUD-10812,#8096,Trailhead Brands,Midwest,2024-03-29,2024,Q1,91,False,False,STR-01
AUD-10813,#8096,Trailhead Brands,Midwest,2024-06-03,2024,Q2,90,False,True,STR-01
AUD-10814,#8096,Trailhead Brands,Midwest,2024-09-25,2024,Q3,91,False,False,STR-01
AUD-10815,#8096,Trailhead Brands,Midwest,2024-12-15,2024,Q4,90,False,False,STR-01
AUD-10816,#8096,Trailhead Brands,Midwest,2025-03-01,2025,Q1,90,False,True,STR-01
AUD-10817,#8096,Trailhead Brands,Midwest,2025-06-16,2025,Q2,89,False,False,STR-04
AUD-10818,#8096,Trailhead Brands,Midwest,2025-09-19,2025,Q3,90,False,False,STR-04
AUD-10819,#8096,Trailhead Brands,Midwest,2025-12-21,2025,Q4,88,False,False,STR-04
AUD-10820,#8096,Trailhead Brands,Midwest,2026-03-11,2026,Q1,88,False,True,STR-05
AUD-10821,#8096,Trailhead Brands,Midwest,2026-05-13,2026,Q2,88,True,False,STR-04
AUD-10822,#8097,Urban Edge Group,West,2024-03-10,2024,Q1,90,False,False,STR-04
AUD-10823,#8097,Urban Edge Group,West,2024-06-03,2024,Q2,92,False,False,STR-01
AUD-10824,#8097,Urban Edge Group,West,2024-09-24,2024,Q3,90,True,False,STR-03
AUD-10825,#8097,Urban Edge Group,West,2024-12-19,2024,Q4,90,False,False,STR-04
AUD-10826,#8097,Urban Edge Group,West,2025-03-03,2025,Q1,89,False,False,STR-03
AUD-10827,#8097,Urban Edge Group,West,2025-06-17,2025,Q2,91,True,False,STR-04
AUD-10828,#8097,Urban Edge Group,West,2025-08-29,2025,Q3,91,False,False,STR-02
AUD-10829,#8097,Urban Edge Group,West,2025-12-12,2025,Q4,92,False,False,STR-04
AUD-10830,#8097,Urban Edge Group,West,2026-03-14,2026,Q1,92,False,False,STR-02
AUD-10831,#8097,Urban Edge Group,West,2026-05-07,2026,Q2,91,False,True,STR-04
AUD-10832,#8098,Urban Edge Group,West,2024-03-02,2024,Q1,90,False,False,STR-01
AUD-10833,#8098,Urban Edge Group,West,2024-12-26,2024,Q4,92,False,True,STR-02
AUD-10834,#8098,Urban Edge Group,West,2025-03-19,2025,Q1,90,False,False,STR-04
AUD-10835,#8098,Urban Edge Group,West,2025-06-25,2025,Q2,89,False,False,STR-03
AUD-10836,#8098,Urban Edge Group,West,2025-09-25,2025,Q3,90,False,False,STR-01
AUD-10837,#8098,Urban Edge Group,West,2025-12-20,2025,Q4,91,False,True,STR-05
AUD-10838,#8098,Urban Edge Group,West,2026-03-18,2026,Q1,89,False,False,STR-02
AUD-10839,#8098,Urban Edge Group,West,2026-05-07,2026,Q2,90,False,False,STR-05
AUD-10840,#8099,Urban Edge Group,West,2024-06-12,2024,Q2,88,False,False,STR-05
AUD-10841,#8099,Urban Edge Group,West,2024-09-09,2024,Q3,89,False,False,STR-04
AUD-10842,#8099,Urban Edge Group,West,2024-12-01,2024,Q4,88,False,True,STR-01
AUD-10843,#8099,Urban Edge Group,West,2025-03-12,2025,Q1,89,False,True,STR-05
AUD-10844,#8099,Urban Edge Group,West,2025-09-02,2025,Q3,89,False,False,STR-02
AUD-10845,#8099,Urban Edge Group,West,2025-12-05,2025,Q4,87,False,True,STR-04
AUD-10846,#8099,Urban Edge Group,West,2026-03-17,2026,Q1,90,False,False,STR-04
AUD-10847,#8099,Urban Edge Group,West,2026-05-21,2026,Q2,89,False,False,STR-05
AUD-10848,#8100,Urban Edge Group,West,2024-03-10,2024,Q1,94,False,False,STR-04
AUD-10849,#8100,Urban Edge Group,West,2024-06-22,2024,Q2,93,False,False,STR-05
AUD-10850,#8100,Urban Edge Group,West,2024-09-10,2024,Q3,92,False,True,STR-03
AUD-10851,#8100,Urban Edge Group,West,2024-12-10,2024,Q4,93,False,False,STR-02
AUD-10852,#8100,Urban Edge Group,West,2025-03-06,2025,Q1,93,False,False,STR-03
AUD-10853,#8100,Urban Edge Group,West,2025-09-19,2025,Q3,93,False,False,STR-05
AUD-10854,#8100,Urban Edge Group,West,2025-12-07,2025,Q4,94,False,True,STR-04
AUD-10855,#8100,Urban Edge Group,West,2026-03-19,2026,Q1,92,False,False,STR-04
AUD-10856,#8100,Urban Edge Group,West,2026-05-14,2026,Q2,93,False,True,STR-02
AUD-10857,#8101,Urban Edge Group,West,2024-06-03,2024,Q2,92,False,False,STR-02
AUD-10858,#8101,Urban Edge Group,West,2024-09-20,2024,Q3,92,False,True,STR-03
AUD-10859,#8101,Urban Edge Group,West,2024-12-07,2024,Q4,93,False,False,STR-05
AUD-10860,#8101,Urban Edge Group,West,2025-03-15,2025,Q1,93,False,False,STR-01
AUD-10861,#8101,Urban Edge Group,West,2025-06-03,2025,Q2,92,False,False,STR-05
AUD-10862,#8101,Urban Edge Group,West,2025-09-20,2025,Q3,93,False,False,STR-03
AUD-10863,#8101,Urban Edge Group,West,2025-12-12,2025,Q4,92,False,False,STR-03
AUD-10864,#8101,Urban Edge Group,West,2026-03-13,2026,Q1,92,False,False,STR-02
AUD-10865,#8102,Urban Edge Group,West,2024-03-28,2024,Q1,86,False,False,STR-05
AUD-10866,#8102,Urban Edge Group,West,2024-06-11,2024,Q2,85,False,True,STR-03
AUD-10867,#8102,Urban Edge Group,West,2024-09-15,2024,Q3,85,False,False,STR-05
AUD-10868,#8102,Urban Edge Group,West,2024-11-29,2024,Q4,85,True,False,STR-02
AUD-10869,#8102,Urban Edge Group,West,2025-09-07,2025,Q3,87,False,False,STR-05
AUD-10870,#8102,Urban Edge Group,West,2026-02-28,2026,Q1,87,False,True,STR-05
AUD-10871,#8102,Urban Edge Group,West,2026-05-03,2026,Q2,85,False,True,STR-04
AUD-10872,#8103,Valley Forge Foods,West,2024-03-28,2024,Q1,82,False,True,STR-05
AUD-10873,#8103,Valley Forge Foods,West,2024-06-27,2024,Q2,84,False,False,STR-01
AUD-10874,#8103,Valley Forge Foods,West,2024-12-13,2024,Q4,84,False,True,STR-02
AUD-10875,#8103,Valley Forge Foods,West,2025-03-09,2025,Q1,82,False,False,STR-05
AUD-10876,#8103,Valley Forge Foods,West,2025-06-21,2025,Q2,83,False,False,STR-04
AUD-10877,#8103,Valley Forge Foods,West,2025-12-03,2025,Q4,84,False,True,STR-02
AUD-10878,#8103,Valley Forge Foods,West,2026-03-24,2026,Q1,85,False,True,STR-03
AUD-10879,#8103,Valley Forge Foods,West,2026-05-06,2026,Q2,83,False,False,STR-05
AUD-10880,#8104,Valley Forge Foods,West,2024-03-23,2024,Q1,84,False,True,STR-01
AUD-10881,#8104,Valley Forge Foods,West,2024-06-23,2024,Q2,83,False,False,STR-01
AUD-10882,#8104,Valley Forge Foods,West,2024-09-25,2024,Q3,84,False,True,STR-04
AUD-10883,#8104,Valley Forge Foods,West,2024-12-19,2024,Q4,84,False,False,STR-05
AUD-10884,#8104,Valley Forge Foods,West,2025-06-13,2025,Q2,85,False,False,STR-03
AUD-10885,#8104,Valley Forge Foods,West,2025-09-07,2025,Q3,85,False,False,STR-04
AUD-10886,#8104,Valley Forge Foods,West,2025-12-10,2025,Q4,85,False,True,STR-04
AUD-10887,#8104,Valley Forge Foods,West,2026-03-15,2026,Q1,85,False,False,STR-03
AUD-10888,#8105,Valley Forge Foods,West,2024-03-23,2024,Q1,87,False,True,STR-03
AUD-10889,#8105,Valley Forge Foods,West,2024-06-16,2024,Q2,87,False,False,STR-05
AUD-10890,#8105,Valley Forge Foods,West,2024-12-05,2024,Q4,89,True,False,STR-01
AUD-10891,#8105,Valley Forge Foods,West,2025-03-23,2025,Q1,88,False,True,STR-04
AUD-10892,#8105,Valley Forge Foods,West,2025-06-05,2025,Q2,89,False,False,STR-05
AUD-10893,#8105,Valley Forge Foods,West,2025-09-09,2025,Q3,88,False,True,STR-05
AUD-10894,#8105,Valley Forge Foods,West,2025-12-21,2025,Q4,87,False,True,STR-05
AUD-10895,#8105,Valley Forge Foods,West,2026-03-23,2026,Q1,88,False,False,STR-04
AUD-10896,#8105,Valley Forge Foods,West,2026-05-07,2026,Q2,89,False,False,STR-05
AUD-10897,#8106,Valley Forge Foods,West,2024-03-27,2024,Q1,92,False,True,STR-01
AUD-10898,#8106,Valley Forge Foods,West,2024-06-10,2024,Q2,91,False,False,STR-02
AUD-10899,#8106,Valley Forge Foods,West,2024-09-18,2024,Q3,91,False,False,STR-01
AUD-10900,#8106,Valley Forge Foods,West,2024-12-01,2024,Q4,91,False,True,STR-01
AUD-10901,#8106,Valley Forge Foods,West,2025-03-27,2025,Q1,93,False,False,STR-02
AUD-10902,#8106,Valley Forge Foods,West,2025-06-23,2025,Q2,92,False,False,STR-02
AUD-10903,#8106,Valley Forge Foods,West,2025-09-17,2025,Q3,92,False,False,STR-03
AUD-10904,#8106,Valley Forge Foods,West,2025-12-18,2025,Q4,92,False,False,STR-01
AUD-10905,#8106,Valley Forge Foods,West,2026-03-24,2026,Q1,92,False,True,STR-03
AUD-10906,#8106,Valley Forge Foods,West,2026-05-27,2026,Q2,90,False,False,STR-02
AUD-10907,#8107,Westport Holdings,West,2024-03-03,2024,Q1,89,False,False,STR-04
AUD-10908,#8107,Westport Holdings,West,2024-06-26,2024,Q2,86,True,False,STR-04
AUD-10909,#8107,Westport Holdings,West,2024-09-20,2024,Q3,89,False,False,STR-05
AUD-10910,#8107,Westport Holdings,West,2024-12-25,2024,Q4,88,False,False,STR-03
AUD-10911,#8107,Westport Holdings,West,2025-03-20,2025,Q1,86,False,False,STR-03
AUD-10912,#8107,Westport Holdings,West,2025-05-30,2025,Q2,86,False,False,STR-02
AUD-10913,#8107,Westport Holdings,West,2025-09-14,2025,Q3,88,False,False,STR-02
AUD-10914,#8107,Westport Holdings,West,2026-02-27,2026,Q1,88,False,False,STR-03
AUD-10915,#8107,Westport Holdings,West,2026-05-03,2026,Q2,86,False,True,STR-04
AUD-10916,#8108,Westport Holdings,West,2024-03-25,2024,Q1,87,False,False,STR-01
AUD-10917,#8108,Westport Holdings,West,2024-12-08,2024,Q4,89,False,True,STR-04
AUD-10918,#8108,Westport Holdings,West,2025-03-06,2025,Q1,87,True,False,STR-02
AUD-10919,#8108,Westport Holdings,West,2025-06-15,2025,Q2,88,False,False,STR-01
AUD-10920,#8108,Westport Holdings,West,2025-12-24,2025,Q4,89,False,True,STR-05
AUD-10921,#8108,Westport Holdings,West,2026-02-27,2026,Q1,90,False,False,STR-04
AUD-10922,#8108,Westport Holdings,West,2026-05-28,2026,Q2,88,False,True,STR-01
AUD-10923,#8109,Westport Holdings,West,2024-03-22,2024,Q1,80,False,False,STR-02
AUD-10924,#8109,Westport Holdings,West,2024-06-04,2024,Q2,78,False,False,STR-03
AUD-10925,#8109,Westport Holdings,West,2024-09-08,2024,Q3,81,True,False,STR-05
AUD-10926,#8109,Westport Holdings,West,2024-12-26,2024,Q4,80,False,False,STR-04
AUD-10927,#8109,Westport Holdings,West,2025-03-04,2025,Q1,81,False,False,STR-03
AUD-10928,#8109,Westport Holdings,West,2025-06-03,2025,Q2,80,False,False,STR-04
AUD-10929,#8109,Westport Holdings,West,2025-09-21,2025,Q3,80,False,False,STR-05
AUD-10930,#8109,Westport Holdings,West,2026-03-20,2026,Q1,80,False,False,STR-05
AUD-10931,#8109,Westport Holdings,West,2026-05-06,2026,Q2,80,False,True,STR-04
AUD-10932,#8110,Westport Holdings,West,2024-03-11,2024,Q1,83,False,False,STR-05
AUD-10933,#8110,Westport Holdings,West,2024-06-13,2024,Q2,83,False,True,STR-02
AUD-10934,#8110,Westport Holdings,West,2024-09-08,2024,Q3,82,False,True,STR-01
AUD-10935,#8110,Westport Holdings,West,2024-12-12,2024,Q4,82,False,False,STR-04
AUD-10936,#8110,Westport Holdings,West,2025-03-22,2025,Q1,84,False,False,STR-03
AUD-10937,#8110,Westport Holdings,West,2025-06-15,2025,Q2,84,False,False,STR-01
AUD-10938,#8110,Westport Holdings,West,2025-09-12,2025,Q3,84,False,False,STR-01
AUD-10939,#8110,Westport Holdings,West,2025-12-11,2025,Q4,84,False,True,STR-04
AUD-10940,#8110,Westport Holdings,West,2026-03-14,2026,Q1,84,False,False,STR-02
AUD-10941,#8110,Westport Holdings,West,2026-05-07,2026,Q2,82,False,False,STR-02
AUD-10942,#8111,Westport Holdings,West,2024-03-18,2024,Q1,81,False,True,STR-02
AUD-10943,#8111,Westport Holdings,West,2024-06-27,2024,Q2,80,False,False,STR-04
AUD-10944,#8111,Westport Holdings,West,2024-09-18,2024,Q3,82,False,False,STR-03
AUD-10945,#8111,Westport Holdings,West,2024-12-06,2024,Q4,80,False,False,STR-02
AUD-10946,#8111,Westport Holdings,West,2025-02-28,2025,Q1,80,False,False,STR-04
AUD-10947,#8111,Westport Holdings,West,2025-06-09,2025,Q2,80,False,False,STR-02
AUD-10948,#8111,Westport Holdings,West,2025-09-12,2025,Q3,81,False,False,STR-03
AUD-10949,#8111,Westport Holdings,West,2025-12-07,2025,Q4,81,True,False,STR-03
AUD-10950,#8111,Westport Holdings,West,2026-03-12,2026,Q1,81,False,True,STR-04
AUD-10951,#8111,Westport Holdings,West,2026-05-21,2026,Q2,79,False,False,STR-05
AUD-10952,#8112,Yorktown Subs,West,2024-06-09,2024,Q2,85,False,False,STR-03
AUD-10953,#8112,Yorktown Subs,West,2024-09-05,2024,Q3,85,False,False,STR-04
AUD-10954,#8112,Yorktown Subs,West,2024-12-14,2024,Q4,83,False,True,STR-03
AUD-10955,#8112,Yorktown Subs,West,2025-03-20,2025,Q1,85,True,False,STR-03
AUD-10956,#8112,Yorktown Subs,West,2025-05-30,2025,Q2,85,False,False,STR-05
AUD-10957,#8112,Yorktown Subs,West,2025-09-18,2025,Q3,83,False,False,STR-04
AUD-10958,#8112,Yorktown Subs,West,2026-03-18,2026,Q1,83,False,False,STR-02
AUD-10959,#8112,Yorktown Subs,West,2026-05-25,2026,Q2,85,False,True,STR-03
AUD-10960,#8113,Yorktown Subs,West,2024-03-15,2024,Q1,84,False,True,STR-04
AUD-10961,#8113,Yorktown Subs,West,2024-06-14,2024,Q2,85,True,False,STR-05
AUD-10962,#8113,Yorktown Subs,West,2024-08-30,2024,Q3,86,False,False,STR-03
AUD-10963,#8113,Yorktown Subs,West,2024-12-09,2024,Q4,85,True,False,STR-02
AUD-10964,#8113,Yorktown Subs,West,2025-09-10,2025,Q3,85,False,False,STR-05
AUD-10965,#8113,Yorktown Subs,West,2025-12-15,2025,Q4,87,False,False,STR-03
AUD-10966,#8113,Yorktown Subs,West,2026-03-26,2026,Q1,84,False,False,STR-02
AUD-10967,#8113,Yorktown Subs,West,2026-05-08,2026,Q2,84,False,False,STR-04
AUD-10968,#8114,Yorktown Subs,West,2024-03-10,2024,Q1,85,False,True,STR-04
AUD-10969,#8114,Yorktown Subs,West,2024-06-06,2024,Q2,83,True,False,STR-04
AUD-10970,#8114,Yorktown Subs,West,2024-09-21,2024,Q3,85,False,False,STR-05
AUD-10971,#8114,Yorktown Subs,West,2025-02-28,2025,Q1,84,False,False,STR-02
AUD-10972,#8114,Yorktown Subs,West,2025-06-21,2025,Q2,85,False,False,STR-03
AUD-10973,#8114,Yorktown Subs,West,2025-09-13,2025,Q3,85,False,True,STR-04
AUD-10974,#8114,Yorktown Subs,West,2025-12-17,2025,Q4,86,False,True,STR-02
AUD-10975,#8114,Yorktown Subs,West,2026-03-17,2026,Q1,84,False,False,STR-02
AUD-10976,#8114,Yorktown Subs,West,2026-05-25,2026,Q2,85,False,False,STR-05
AUD-10977,#8115,Zenith Restaurants,West,2024-03-17,2024,Q1,93,False,False,STR-01
AUD-10978,#8115,Zenith Restaurants,West,2024-06-03,2024,Q2,91,False,False,STR-05
AUD-10979,#8115,Zenith Restaurants,West,2024-09-02,2024,Q3,92,False,False,STR-05
AUD-10980,#8115,Zenith Restaurants,West,2024-12-07,2024,Q4,92,False,False,STR-04
AUD-10981,#8115,Zenith Restaurants,West,2025-02-28,2025,Q1,92,False,False,STR-04
AUD-10982,#8115,Zenith Restaurants,West,2025-06-20,2025,Q2,91,False,False,STR-03
AUD-10983,#8115,Zenith Restaurants,West,2025-12-04,2025,Q4,91,True,False,STR-04
AUD-10984,#8115,Zenith Restaurants,West,2026-02-28,2026,Q1,92,False,False,STR-02
AUD-10985,#8115,Zenith Restaurants,West,2026-05-14,2026,Q2,93,False,False,STR-04
AUD-10986,#8116,Zenith Restaurants,West,2024-03-01,2024,Q1,87,False,False,STR-03
AUD-10987,#8116,Zenith Restaurants,West,2024-06-02,2024,Q2,87,False,False,STR-02
AUD-10988,#8116,Zenith Restaurants,West,2024-12-23,2024,Q4,88,False,False,STR-02
AUD-10989,#8116,Zenith Restaurants,West,2025-03-17,2025,Q1,88,False,False,STR-05
AUD-10990,#8116,Zenith Restaurants,West,2025-06-11,2025,Q2,88,False,True,STR-03
AUD-10991,#8116,Zenith Restaurants,West,2025-09-02,2025,Q3,87,False,False,STR-02
AUD-10992,#8116,Zenith Restaurants,West,2025-11-30,2025,Q4,88,False,True,STR-02
AUD-10993,#8116,Zenith Restaurants,West,2026-03-19,2026,Q1,88,False,False,STR-02
AUD-10994,#8116,Zenith Restaurants,West,2026-05-14,2026,Q2,86,False,False,STR-05
AUD-10995,#8117,Zenith Restaurants,West,2024-03-13,2024,Q1,93,False,False,STR-02
AUD-10996,#8117,Zenith Restaurants,West,2024-08-30,2024,Q3,91,True,False,STR-02
AUD-10997,#8117,Zenith Restaurants,West,2025-03-18,2025,Q1,91,False,False,STR-01
AUD-10998,#8117,Zenith Restaurants,West,2025-06-24,2025,Q2,92,False,False,STR-05
AUD-10999,#8117,Zenith Restaurants,West,2025-12-01,2025,Q4,91,False,False,STR-04
AUD-11000,#8117,Zenith Restaurants,West,2026-03-05,2026,Q1,93,False,False,STR-04
AUD-11001,#8117,Zenith Restaurants,West,2026-05-15,2026,Q2,93,False,False,STR-03
AUD-11002,#8118,Zenith Restaurants,West,2024-03-08,2024,Q1,87,False,False,STR-03
AUD-11003,#8118,Zenith Restaurants,West,2024-06-07,2024,Q2,87,False,False,STR-05
AUD-11004,#8118,Zenith Restaurants,West,2024-09-11,2024,Q3,88,False,False,STR-05
AUD-11005,#8118,Zenith Restaurants,West,2024-12-21,2024,Q4,87,False,True,STR-01
AUD-11006,#8118,Zenith Restaurants,West,2025-03-03,2025,Q1,88,False,False,STR-05
AUD-11007,#8118,Zenith Restaurants,West,2025-06-03,2025,Q2,87,False,False,STR-02
AUD-11008,#8118,Zenith Restaurants,West,2025-12-05,2025,Q4,88,False,True,STR-05
AUD-11009,#8118,Zenith Restaurants,West,2026-03-02,2026,Q1,89,True,False,STR-04
AUD-11010,#8118,Zenith Restaurants,West,2026-05-19,2026,Q2,89,False,False,STR-04
AUD-11011,#8119,Zenith Restaurants,West,2024-03-03,2024,Q1,92,True,False,STR-01
AUD-11012,#8119,Zenith Restaurants,West,2024-06-19,2024,Q2,92,False,False,STR-01
AUD-11013,#8119,Zenith Restaurants,West,2024-09-15,2024,Q3,93,False,False,STR-04
AUD-11014,#8119,Zenith Restaurants,West,2024-12-21,2024,Q4,92,False,False,STR-02
AUD-11015,#8119,Zenith Restaurants,West,2025-03-01,2025,Q1,94,False,True,STR-04
AUD-11016,#8119,Zenith Restaurants,West,2025-09-26,2025,Q3,92,False,True,STR-05
AUD-11017,#8119,Zenith Restaurants,West,2025-12-20,2025,Q4,92,False,True,STR-01
AUD-11018,#8119,Zenith Restaurants,West,2026-03-18,2026,Q1,92,False,False,STR-03
AUD-11019,#8119,Zenith Restaurants,West,2026-05-08,2026,Q2,93,False,False,STR-03
AUD-11020,#8120,Zenith Restaurants,West,2024-03-26,2024,Q1,85,False,False,STR-03
AUD-11021,#8120,Zenith Restaurants,West,2024-06-04,2024,Q2,86,False,False,STR-04
AUD-11022,#8120,Zenith Restaurants,West,2024-09-05,2024,Q3,84,False,False,STR-01
AUD-11023,#8120,Zenith Restaurants,West,2025-03-01,2025,Q1,84,False,False,STR-04
AUD-11024,#8120,Zenith Restaurants,West,2025-09-10,2025,Q3,85,False,True,STR-04
AUD-11025,#8120,Zenith Restaurants,West,2025-12-19,2025,Q4,86,False,True,STR-04
AUD-11026,#8120,Zenith Restaurants,West,2026-03-16,2026,Q1,84,False,False,STR-05
AUD-11027,#8120,Zenith Restaurants,West,2026-05-18,2026,Q2,84,False,True,STR-04
AUD-11028,#8121,Zenith Restaurants,West,2024-03-14,2024,Q1,89,False,True,STR-03
AUD-11029,#8121,Zenith Restaurants,West,2024-06-19,2024,Q2,89,False,False,STR-01
AUD-11030,#8121,Zenith Restaurants,West,2024-09-15,2024,Q3,89,False,False,STR-03
AUD-11031,#8121,Zenith Restaurants,West,2024-12-22,2024,Q4,91,False,False,STR-04
AUD-11032,#8121,Zenith Restaurants,West,2025-03-16,2025,Q1,90,False,False,STR-01
AUD-11033,#8121,Zenith Restaurants,West,2025-06-16,2025,Q2,90,False,True,STR-03
AUD-11034,#8121,Zenith Restaurants,West,2025-08-29,2025,Q3,90,False,True,STR-03
AUD-11035,#8121,Zenith Restaurants,West,2025-12-14,2025,Q4,90,False,False,STR-04
AUD-11036,#8121,Zenith Restaurants,West,2026-03-18,2026,Q1,89,False,False,STR-04
AUD-11037,#8121,Zenith Restaurants,West,2026-05-29,2026,Q2,89,False,False,STR-02
AUD-11038,#18013,Brett Lewis,West,2025-03-10,2025,Q1,24,FALSE,TRUE,STR-01
AUD-11039,#18013,Brett Lewis,West,2025-05-15,2025,Q2,25,FALSE,FALSE,STR-03
AUD-11040,#18020,Brett Lewis,West,2025-03-10,2025,Q1,84,FALSE,FALSE,STR-02
AUD-11041,#18020,Brett Lewis,West,2025-05-15,2025,Q2,84,FALSE,FALSE,STR-01
AUD-11042,#18031,Brett Lewis,West,2025-03-10,2025,Q1,87,FALSE,TRUE,STR-05
AUD-11043,#18031,Brett Lewis,West,2025-05-15,2025,Q2,87,FALSE,FALSE,STR-05
AUD-11044,#18024,Brett Lewis,West,2025-03-10,2025,Q1,89,FALSE,FALSE,STR-01
AUD-11045,#18024,Brett Lewis,West,2025-05-15,2025,Q2,89,FALSE,FALSE,STR-01
AUD-11046,#18030,Brett Lewis,West,2025-03-10,2025,Q1,89,FALSE,FALSE,STR-02
AUD-11047,#18030,Brett Lewis,West,2025-05-15,2025,Q2,87,FALSE,TRUE,STR-05
